,Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Status,Manager
15,24848.0,Medium,0.05,3.58,1.63,14.0,,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,"OIC Colored Binder Clips, Assorted Sizes",0.36,United States,Central,Minnesota,Prior Lake,,2015-05-12,2015-05-13,-0.71,4.0,14.26,86838.0,,Chris
16,18181.0,,0.0,4.42,4.99,15.0,Timothy Reese,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Grip Seal Envelopes,0.38,United States,East,New York,Smithtown,,2015-04-08,2015-04-09,-59.82,7.0,33.47,86837.0,,Erin
17,20925.0,Medium,0.01,35.94,6.66,15.0,Timothy Reese,,Small Business,Office Supplies,Envelopes,Small Box,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",0.4,United States,East,,Smithtown,,2015-05-28,2015-05-28,261.87569999999994,10.0,379.53,86839.0,,Erin
18,26267.0,,0.04,2.98,1.58,16.0,Sarah Ramsey,,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Staples Gold Paper Clips,0.39,United States,East,,Syracuse,13210.0,2015-02-12,2015-02-15,2.63,6.0,18.8,86836.0,,Erin
19,26268.0,High,0.05,115.99,2.5,16.0,Sarah Ramsey,,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 7797,0.55,United States,East,New York,,13210.0,2015-02-12,2015-02-14,652.7330999999999,10.0,945.99,86836.0,,Erin
20,23890.0,High,0.05,26.48,6.93,18.0,Laurie Hanna,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,0.49,United States,West,Montana,,59601.0,2015-05-15,2015-05-16,314.4813,17.0,455.77,90031.0,,William
21,24063.0,,0.07,12.99,9.44,19.0,Jim Rodgers,,Small Business,Technology,Office Machines,Medium Box,Hewlett Packard 6S Scientific Calculator,0.39,United States,West,Montana,Missoula,,2015-05-21,2015-05-23,-114.63990000000001,18.0,231.79,90032.0,,William
22,5890.0,High,0.05,26.48,6.93,21.0,Tony Wilkins Winters,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,0.49,United States,East,New York,New York City,,2015-05-15,2015-05-16,384.38,70.0,1876.69,41793.0,,Erin
23,6062.0,Not Specified,0.08,5.0,3.39,21.0,Tony Wilkins Winters,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Advantus Plastic Paper Clips,0.37,United States,East,New York,,10012.0,2015-05-21,2015-05-22,-17.49,58.0,293.06,42949.0,,Erin
24,6063.0,Not Specified,0.07,12.99,9.44,21.0,Tony Wilkins Winters,Regular Air,Small Business,Technology,Office Machines,Medium Box,Hewlett Packard 6S Scientific Calculator,0.39,United States,East,New York,New York City,10012.0,2015-05-21,2015-05-23,-114.63990000000001,71.0,914.29,42949.0,,Erin
25,20631.0,High,0.06,55.48,14.3,24.0,Edna Thomas,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 194,0.37,United States,West,,Laguna Niguel,,2015-01-28,2015-01-29,-28.2968,1.0,67.49,87651.0,,William
26,20632.0,High,0.02,1.68,1.57,24.0,Edna Thomas,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,United States,West,,Laguna Niguel,92677.0,2015-01-28,2015-01-30,-5.3072,1.0,2.25,87651.0,,William
27,23967.0,Not Specified,0.04,4.14,6.6,27.0,Guy Gallagher,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Eldon Image Series Black Desk Accessories,0.49,United States,West,California,Lakewood,90712.0,2015-05-02,2015-05-04,8.894000000000005,12.0,54.78,87652.0,,William
28,23509.0,High,0.08,34.99,7.73,32.0,Matthew Berman,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,Hunt Boston® Vacuum Mount KS Pencil Sharpener,0.59,United States,West,Oregon,,,2015-02-22,2015-02-23,144.69,13.0,424.68,89199.0,,William
29,23612.0,High,0.01,17.98,8.51,32.0,Matthew Berman,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon P1-DHIII Palm Printing Calculator,0.4,United States,West,Oregon,,,2015-03-27,2015-03-28,-35.8788,2.0,40.17,89200.0,,William
30,23278.0,Medium,0.09,125.99,7.69,32.0,Matthew Berman,Express Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC 3000,0.59,United States,West,Oregon,Grants Pass,97526.0,2015-01-20,2015-01-22,209.997,8.0,783.55,89202.0,,William
31,19355.0,Low,0.06,205.99,8.99,32.0,Matthew Berman,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,TimeportP7382,0.56,United States,West,Oregon,Grants Pass,97526.0,2015-03-12,2015-03-19,3568.096,22.0,3838.14,89203.0,,William
32,23654.0,Not Specified,0.03,4.24,5.41,33.0,Ricky Hensley,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,0.35,United States,West,Oregon,Gresham,97030.0,2015-06-15,2015-06-17,-84.4376,13.0,58.68,89201.0,,William
33,23655.0,Not Specified,0.04,2.94,0.7,33.0,Ricky Hensley,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 338,0.58,United States,West,Oregon,Gresham,97030.0,2015-06-15,2015-06-16,24.312,18.0,53.1,89201.0,,William
34,25933.0,High,0.0,99.99,19.99,43.0,Theodore Moran,Regular Air,Consumer,Technology,Office Machines,Small Box,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,0.52,United States,West,Washington,Redmond,98052.0,2015-05-10,2015-05-11,25.913820000000015,6.0,647.07,91454.0,,William
35,18551.0,Not Specified,0.0,115.99,2.5,52.0,Lorraine Kelly,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,6160,0.57,United States,West,Washington,Puyallup,98373.0,2015-03-10,2015-03-10,162.666,6.0,627.04,88426.0,,William
36,22117.0,Critical,0.07,3502.14,8.73,53.0,Sidney Russell Austin,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,0.57,United States,West,Washington,Redmond,98052.0,2015-01-28,2015-01-30,-6923.5992,1.0,3267.55,88425.0,,William
37,18552.0,Not Specified,0.02,5.98,5.79,53.0,Sidney Russell Austin,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1903,0.36,United States,West,Washington,Redmond,98052.0,2015-03-10,2015-03-11,-67.49,17.0,110.19,88426.0,,William
38,20697.0,Medium,0.06,3.8,1.49,56.0,Randall Montgomery,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,0.38,United States,East,New York,Tonawanda,14150.0,2015-04-20,2015-04-21,19.6282,20.0,73.55,88075.0,,Erin
39,20698.0,Medium,0.06,1.76,0.7,56.0,Randall Montgomery,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,0.56,United States,East,New York,Tonawanda,14150.0,2015-04-20,2015-04-21,-1.6524,17.0,29.57,88075.0,,Erin
40,22890.0,High,0.02,5.98,5.15,62.0,Pam Gilbert,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 193,0.36,United States,Central,Texas,Round Rock,78664.0,2015-05-09,2015-05-11,2.1400000000000023,3.0,22.85,87407.0,,Chris
41,25354.0,High,0.04,29.14,4.86,62.0,Pam Gilbert,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",0.38,United States,Central,Texas,Round Rock,78664.0,2015-06-12,2015-06-14,349.40909999999997,17.0,506.39,87408.0,,Chris
42,21017.0,Not Specified,0.0,3.69,0.5,64.0,Lynn Morrow,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 501,0.38,United States,South,Virginia,Salem,24153.0,2015-03-02,2015-03-04,-37.5291,1.0,4.0,87406.0,,Sam
43,21019.0,Not Specified,0.02,175.99,4.99,64.0,Lynn Morrow,Express Air,Small Business,Technology,Telephones and Communication,Small Box,5165,0.59,United States,South,Virginia,Salem,24153.0,2015-03-02,2015-03-02,101.49,4.0,589.8,87406.0,,Sam
44,23274.0,Low,0.05,155.06,7.07,67.0,Ellen McCormick,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",0.59,United States,West,California,Napa,94559.0,2015-01-02,2015-01-09,845.6639999999999,8.0,1225.6,87946.0,,William
45,5272.0,Low,0.0,291.73,48.8,68.0,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,0.56,United States,East,New York,New York City,10177.0,2015-01-02,2015-01-02,-308.928,4.0,1239.06,37537.0,,Erin
46,5273.0,Low,0.07,100.98,45.0,68.0,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Valutask™ Swivel Chairs,0.69,United States,East,New York,New York City,10177.0,2015-01-02,2015-01-04,-1679.7599999999998,43.0,4083.19,37537.0,,Erin
47,5274.0,Low,0.05,155.06,7.07,68.0,Scott Bunn,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",0.59,United States,East,New York,New York City,10177.0,2015-01-02,2015-01-09,575.3960000000001,32.0,4902.38,37537.0,,Erin
48,7786.0,High,0.09,122.99,70.2,68.0,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,United States,East,New York,New York City,10177.0,2015-02-02,2015-02-04,-2426.55,49.0,5718.85,55713.0,,Erin
49,25786.0,High,0.09,122.99,70.2,70.0,Annette Boone,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,United States,East,Vermont,Burlington,5401.0,2015-02-02,2015-02-04,-2426.55,12.0,1400.53,87947.0,,Erin
50,18281.0,High,0.04,296.18,54.12,83.0,Edgar Stone,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,0.76,United States,East,Ohio,Canton,44708.0,2015-03-15,2015-03-15,-715.7782060000003,6.0,1821.89,87365.0,,Erin
51,23639.0,Not Specified,0.0,8.09,7.96,84.0,Helen Stein,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",0.49,United States,East,Ohio,Cincinnati,45231.0,2015-02-02,2015-02-03,-144.56,11.0,90.98,87364.0,,Erin
52,23880.0,High,0.08,896.99,19.99,84.0,Helen Stein,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind TL300 Electric Binding System,0.38,United States,East,Ohio,Cincinnati,45231.0,2015-03-30,2015-04-02,7402.32,13.0,10728.0,87366.0,,Erin
53,24663.0,Low,0.05,161.55,19.99,87.0,Norman Shields,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,0.66,United States,West,California,Vacaville,95687.0,2015-06-03,2015-06-08,1892.424,19.0,3127.69,90596.0,,William
54,23841.0,High,0.09,4.91,0.5,87.0,Norman Shields,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 493,0.36,United States,West,California,Vacaville,95687.0,2015-03-22,2015-03-23,28.8558,9.0,41.82,90597.0,,William
55,23842.0,High,0.01,296.18,54.12,87.0,Norman Shields,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,0.76,United States,West,California,Vacaville,95687.0,2015-03-22,2015-03-25,173.48,9.0,2875.72,90597.0,,William
56,23071.0,High,0.07,19.84,4.1,91.0,Wallace Werner,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Prismacolor Color Pencil Set,0.44,United States,West,California,Vallejo,94591.0,2015-05-17,2015-05-18,117.852,9.0,170.8,87175.0,,William
57,19877.0,Medium,0.05,5.18,2.04,91.0,Wallace Werner,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,United States,West,California,Vallejo,94591.0,2015-02-18,2015-02-20,34.010400000000004,10.0,53.54,87176.0,,William
58,19611.0,Medium,0.06,175.99,8.99,91.0,Wallace Werner,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,0.57,United States,West,California,Vallejo,94591.0,2015-03-04,2015-03-06,2031.507,23.0,3363.53,87177.0,,William
59,23069.0,High,0.07,8.34,1.43,92.0,Victoria Baker Hoover,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",0.35,United States,South,Louisiana,Terrytown,70056.0,2015-05-17,2015-05-19,-190.67999999999998,16.0,132.08,87175.0,,Sam
60,23070.0,High,0.09,4.98,6.07,92.0,Victoria Baker Hoover,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1897,0.36,United States,South,Louisiana,Terrytown,70056.0,2015-05-17,2015-05-18,325.398,9.0,45.34,87175.0,,Sam
61,23203.0,Medium,0.04,12.98,3.14,92.0,Victoria Baker Hoover,Express Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme® 8"" Straight Scissors",0.6,United States,South,Louisiana,Terrytown,70056.0,2015-06-07,2015-06-09,22.817999999999998,16.0,216.04,87178.0,,Sam
62,6243.0,Not Specified,0.04,160.98,30.0,94.0,Eddie House Mueller,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,United States,Central,Illinois,Chicago,60601.0,2015-05-03,2015-05-05,116.1,37.0,6276.34,44231.0,,Chris
63,6244.0,Not Specified,0.01,17.98,4.0,94.0,Eddie House Mueller,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",0.79,United States,Central,Illinois,Chicago,60601.0,2015-05-03,2015-05-05,-87.96,146.0,2664.4,44231.0,,Chris
64,24243.0,Not Specified,0.04,160.98,30.0,97.0,Max McKenna,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,United States,Central,Kansas,Manhattan,66502.0,2015-05-03,2015-05-05,255.42000000000002,9.0,1526.68,87306.0,,Chris
65,24245.0,Not Specified,0.06,115.99,8.99,97.0,Max McKenna,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,5185,0.58,United States,Central,Kansas,Manhattan,66502.0,2015-05-03,2015-05-04,685.6146,20.0,1952.56,87306.0,,Chris
66,18494.0,Medium,0.1,19.98,4.0,101.0,Claudia Boyle,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,United States,East,Maine,Biddeford,4005.0,2015-06-22,2015-06-24,-16.2,16.0,303.59,88205.0,,Erin
67,6014.0,Medium,0.04,300.98,54.92,102.0,Caroline Johnston,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",0.55,United States,East,Massachusetts,Boston,2129.0,2015-04-06,2015-04-07,2023.75,31.0,9459.94,42599.0,,Erin
68,494.0,Medium,0.1,19.98,4.0,102.0,Caroline Johnston,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,United States,East,Massachusetts,Boston,2129.0,2015-06-22,2015-06-24,-20.25,65.0,1233.32,3397.0,,Erin
69,495.0,Medium,0.09,2.88,1.49,102.0,Caroline Johnston,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Binders,0.36,United States,East,Massachusetts,Boston,2129.0,2015-06-22,2015-06-23,-3.381,17.0,47.31,3397.0,,Erin
70,24014.0,Medium,0.04,300.98,54.92,107.0,Lois Hamilton,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",0.55,United States,East,New Hampshire,Dover,3820.0,2015-04-06,2015-04-07,1684.4762999999998,8.0,2441.27,88204.0,,Erin
71,18495.0,Medium,0.09,2.88,1.49,109.0,Tom McFarland,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Binders,0.36,United States,East,New Jersey,Lodi,7644.0,2015-06-22,2015-06-23,-2.7047999999999996,4.0,11.13,88205.0,,Erin
72,19074.0,High,0.03,4.26,1.2,114.0,Ron Newton,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,United States,West,Oregon,Lake Oswego,97035.0,2015-01-03,2015-01-04,18.658,7.0,29.5,89583.0,,William
73,19950.0,Medium,0.01,4.91,0.5,114.0,Ron Newton,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 493,0.36,United States,West,Oregon,Lake Oswego,97035.0,2015-04-04,2015-04-06,40.247699999999995,12.0,58.33,89584.0,,William
74,19951.0,Medium,0.09,4.0,1.3,114.0,Ron Newton,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,EcoTones® Memo Sheets,0.37,United States,West,Oregon,Lake Oswego,97035.0,2015-04-04,2015-04-06,14.0898,5.0,20.42,89584.0,,William
75,26241.0,Low,0.07,2.12,1.99,115.0,Dwight M Carr,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Fuji Slim Jewel Case CD-R,0.55,United States,West,Oregon,Mcminnville,97128.0,2015-04-09,2015-04-11,-55.84,12.0,26.07,89585.0,,William
76,1074.0,High,0.03,4.26,1.2,117.0,Linda Weiss,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,United States,West,Washington,Seattle,98103.0,2015-01-03,2015-01-04,9.82,29.0,122.23,7909.0,,William
77,1950.0,Medium,0.01,4.91,0.5,117.0,Linda Weiss,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 493,0.36,United States,West,Washington,Seattle,98103.0,2015-04-04,2015-04-06,112.06,47.0,228.46,13959.0,Returned,William
78,1951.0,Medium,0.09,4.0,1.3,117.0,Linda Weiss,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,EcoTones® Memo Sheets,0.37,United States,West,Washington,Seattle,98103.0,2015-04-04,2015-04-06,16.79,19.0,77.61,13959.0,Returned,William
79,8241.0,Low,0.07,2.12,1.99,117.0,Linda Weiss,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Fuji Slim Jewel Case CD-R,0.55,United States,West,Washington,Seattle,98103.0,2015-04-09,2015-04-11,-55.84,46.0,99.94,58914.0,,William
80,20688.0,High,0.05,6.3,0.5,120.0,Helen H Murphy,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 51,0.39,United States,West,Utah,Layton,84041.0,2015-01-12,2015-01-13,41.296499999999995,10.0,59.85,86520.0,,William
81,20689.0,High,0.09,205.99,3.0,120.0,Helen H Murphy,Express Air,Corporate,Technology,Telephones and Communication,Small Box,6185,0.58,United States,West,Utah,Layton,84041.0,2015-01-12,2015-01-14,1179.0237,10.0,1708.73,86520.0,,William
82,19942.0,Critical,0.06,8.57,6.14,123.0,Shawn Stern,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Office Executive Series Stainless Steel Trimmers,0.59,United States,South,Virginia,Tysons Corner,22102.0,2015-04-09,2015-04-10,105.678,11.0,94.97,90669.0,,Sam
83,24319.0,Not Specified,0.02,1.74,4.08,129.0,Kara Allison,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.53,United States,Central,Illinois,Alton,62002.0,2015-01-27,2015-01-28,-37.39,5.0,10.23,86693.0,,Chris
84,18161.0,Not Specified,0.07,15.74,1.39,129.0,Kara Allison,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",0.4,United States,Central,Illinois,Alton,62002.0,2015-05-25,2015-05-26,149.88869999999997,14.0,217.23,86694.0,,Chris
85,25762.0,Critical,0.04,18.97,9.54,136.0,Dale Gillespie,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1939,0.37,United States,West,California,Petaluma,94952.0,2015-05-16,2015-05-17,3.0400000000000027,5.0,101.74,88534.0,,William
86,25764.0,Critical,0.09,10.98,3.37,136.0,Dale Gillespie,Regular Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Fiskars® Softgrip Scissors,0.57,United States,West,California,Petaluma,94952.0,2015-05-16,2015-05-17,2.7060000000000013,8.0,84.52,88534.0,,William
87,24803.0,Critical,0.03,22.84,11.54,142.0,Brooke Weeks Taylor,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1964,0.39,United States,East,Connecticut,Ansonia,6401.0,2015-06-02,2015-06-03,91.95599999999999,13.0,312.59,91087.0,,Erin
88,24805.0,Critical,0.05,10.98,3.37,144.0,Marguerite Moss,Regular Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Fiskars® Softgrip Scissors,0.57,United States,East,Massachusetts,Yarmouth,2664.0,2015-06-02,2015-06-03,-2.544,6.0,64.4,91087.0,,Erin
89,24849.0,Medium,0.06,7.04,2.17,145.0,Rhonda Ivey,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",0.38,United States,East,Pennsylvania,West Mifflin,15122.0,2015-01-15,2015-01-17,2.4852,2.0,14.65,91086.0,,Erin
90,25582.0,Low,0.07,154.13,69.0,145.0,Rhonda Ivey,Express Air,Home Office,Furniture,Tables,Large Box,Laminate Occasional Tables,0.68,United States,East,Pennsylvania,West Mifflin,15122.0,2015-03-16,2015-03-16,-634.7341000000001,3.0,453.62,91089.0,,Erin
91,23365.0,Not Specified,0.01,45.98,4.8,146.0,Yvonne Fox,Regular Air,Small Business,Furniture,Office Furnishings,Wrap Bag,Tenex B1-RE Series Chair Mats for Low Pile Carpets,0.68,United States,Central,Texas,Watauga,76148.0,2015-03-12,2015-03-13,133.5771,4.0,193.59,91088.0,,Chris
92,22907.0,Medium,0.06,180.98,26.2,146.0,Yvonne Fox,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Ergonomic Managers Chair,0.59,United States,Central,Texas,Watauga,76148.0,2015-04-23,2015-04-24,251.40839999999997,5.0,929.57,91090.0,,Chris
93,19058.0,Critical,0.09,32.98,5.5,151.0,Geoffrey Zhu,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,0.75,United States,South,Tennessee,Kingsport,37664.0,2015-01-22,2015-01-23,-20.258000000000003,2.0,62.46,89521.0,,Sam
94,20679.0,High,0.09,5.98,2.5,151.0,Geoffrey Zhu,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Wausau Papers Astrobrights® Colored Envelopes,0.36,United States,South,Tennessee,Kingsport,37664.0,2015-04-20,2015-04-22,13.895999999999999,5.0,28.11,89523.0,,Sam
95,21103.0,Critical,0.09,2.88,0.7,152.0,Kent Kerr,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 335,0.56,United States,South,Tennessee,Knoxville,37918.0,2015-01-15,2015-01-16,-172.71800000000002,2.0,5.5,89520.0,,Sam
96,22243.0,Low,0.01,79.52,48.2,152.0,Kent Kerr,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,0.74,United States,South,Tennessee,Knoxville,37918.0,2015-04-19,2015-04-26,-40.684,8.0,667.84,89522.0,,Sam
97,21767.0,High,0.01,65.99,8.99,152.0,Kent Kerr,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,StarTAC Analog,0.6,United States,South,Tennessee,Knoxville,37918.0,2015-03-29,2015-04-01,97.86,5.0,292.23,89524.0,,Sam
98,22470.0,Low,0.1,39.98,4.0,152.0,Kent Kerr,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Microsoft Natural Keyboard Elite,0.7,United States,South,Tennessee,Knoxville,37918.0,2015-06-18,2015-06-22,360.24,21.0,772.56,89525.0,,Sam
99,22329.0,Critical,0.01,95.99,4.9,156.0,Diana Xu,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T60,0.56,United States,West,Colorado,Fort Collins,80525.0,2015-05-14,2015-05-15,713.88,13.0,1050.08,87671.0,,William
100,20324.0,High,0.03,10.89,4.5,156.0,Diana Xu,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 6 Outlet Metallic Surge Strip,0.59,United States,West,Colorado,Fort Collins,80525.0,2015-01-25,2015-01-26,-18.64,3.0,33.82,87672.0,,William
